performance_start_date,performance_end_date,performance_serial_number,performance_genre,performance_name,performance_place,performance_runningtime,performance_intermission,performance_age,performance_enter,performance_phonenumber,performance_synopsis,performance_work_description,cast_editor,crew_editor,performance_discount_info,performance_seat_info
20250104,20250104,35798,클래식,제3회 트리오 씰(CYL) 정기연주회,세종체임버홀,100.0,15.0,7세 이상,리드예술기획,02-518-9792,,"PROGRAMA.Dvo??k...PianoTrioNo.4ineminor,Op.90'Dumky'P.I.Tchaikovsky...PianoTrioinaminor,Op.50","TrioCYL트리오씰은바이올리니스트이소림,첼리스트유하나루,피아니스트박수진으로구성된피아노트리오실내악그룹으로독일뉘른베르크국립음대에서함께유학하던중그뜻을같이하여다수의콩쿨에참가및입상하였으며,귀국후에도여러무대에서연주활동을이어오고있다.세계적인바이올리니스트이자교수UlfKlausenitzer는TrioCYL에대해‘불의열기를능가하는연주’라호평하였으며그들의개성넘치는색채와다채로운표현력을어떻게선보일지연구하는팀이기도하다.또한한국음악과의교류를발전시키고있으며서양악기와한국악기의앙상블발전을위해작곡가김대성,이정면,강상구등수많은작곡가와함께실험적인공연을성공적으로선보이고있다.Violin이소림*독일로스톡국립음대예비학교수료및학사,석사졸업*독일뉘른베르크국립음대Aufbaustudium(최고연주자과정)만점졸업및Meisterklasse(박사과정)졸업*Barletta국제콩쿨Violin부문및String전체1위,ClaudioMonteverdi국제콩쿨전체3위등다수의콩쿨상위입상*독일파사우필하모닉단원,서울내셔널심포니오케스트라수석,바로크합주단단원역임*부다페스트,빈,독일각지,한국소리문화의전당,영산아트홀,영산그레이스홀,성남아트센터,세종문화회관,금호아트홀,예술의전당등수차례의독주회,실내악및협연*전주예술중?고등학교및영재원,계성초오케스트라강사역임*현재:트리오씰(CYL)리더Cello유하나루*독일만하임국립음대학사및전문연주자과정졸업및동대학원오케스트라솔리스트최고연주자과정졸업*독일뉘른베르크국립음대최고연주자과정졸업*이태리가스파레스폰티니공립음대지휘박사과정(DMA)졸업*이태리“CittadiBarletta”국제콩쿨Duo부문1위및현악전체부문2위,“Euterpe”국제콩쿨현악전체부문1위및실내악부문2위*북체코필하모니,SinfonicOrchestraofCityofAlcalaMadrid,PortoPhilharmony,세종국악관현악단외다수의협연*중앙대,한세대,나사렛대,총신대콘서바토리강사역임*국내첼리스트최초로슈베르트'겨울나그네'전곡앨범,미스터블랙1집'Romance',2집'Insomnia',프로젝트그룹KLAZZ1집자작곡앨범'Lifetimes'발매*현재:트리오씰멤버,서울예술대출강한신초오케스트라지휘자,수지유스오케스트라지휘자클래식영상전문업체스카이아츠컴퍼니대표스타엔즈소속첼리스트겸지휘자Piano박수진*독일에센폴크방국립음대전문연주자과정(Diplom)졸업*독일뉘른베르크국립음대최고연주자과정(Meisterklasse)최고점수(mitAuszeichnung)졸업*독일Karl-DrechselF?rderpreis2위입상*DAAD(독일학술교류처)및뉘른베르크시장학금수혜*슈만탄생200주년독주회,인상주의음악학술제,BezirkOberfranken아티스트로가곡,오페라반주자역임*다수의독주회및피아노듀오,멘델스존무언가음반발매등앙상블및반주자로활동*국립안동대,대구가톨릭대,총신대콘서바토리,고양예고,울산예고,인천예고,인천예술영재교육원강사역임*현재:트리오씰(CYL)멤버,숙명여대,인천여중음악중점학교출강",,91.0,"{SEAT_PRICE=30,000원, PERFORM_IDX=35798, SEAT_RATING=전석}"
20250103,20250130,35747,연극,두들팝,세종S씨어터,60.0,,3세 이상,브러쉬씨어터,1600-8534,,,,,91.0,"{SEAT_PRICE=50,000원, PERFORM_IDX=35747, SEAT_RATING=전석}"
20250103,20250103,35828,클래식,Soprano Lee Woo-Yen Recital,세종체임버홀,90.0,15.0,7,G Clef,02-515-5123,,"PROGRAMR.Hahn(1874-1947)AChloris클로리스에게Chansonsgrises2.Tousdeux두사람3.L'all?eestsansfin길은끝이없다5.L'heureexquise절묘한시간7.Labonnechanson좋은노래J.Massenet(1842-1912)PoemePastoral2.Musette뮤제트3.Aurore새벽4.Paysage풍경El?gie비가INTERMISSION김효근(b.1960)눈윤학준(b.1949)잔향마중F.Cilea(1866-1950)Opera'Adrianalecouvreur'-Iosonl'umileancella.저는창조주의미천한종일뿐-Ma,dunque?vero?Dite...그렇다면그게사실인가요?말해보세요...",,,91.0,"{SEAT_PRICE=30,000 won, PERFORM_IDX=35828, SEAT_RATING=All seats}"
20250103,20250103,35812,클래식,소프라노 이우연 독창회,세종체임버홀,90.0,15.0,7세 이상,지클레프,02-515-5123,,"의 주역 데뷔무대를 시작으로 오페라 , , , , , 등 다수 오페라 작품의 주역으로 활동하였으며, 제13회 대한민국 오페라 페스티벌 , 콘서트오페라 , 창작오페라 , 등 다양한 장르를 넘나드는 무대를 통해 큰 활약을 펼치며 그녀만의 다채로운 매력을 선보였다. 또한 이태리 TOSCANA주 BAGNI DI LUCCA시 초청연주, 이태리 LOMBARDIA주 LEGNANO시 초청연주, 이태리 피렌체 국제 음악 페스티벌 초청 독창회, 한?러 수교 25주년 기념음악회, 골든 오페라 콘서트, 오페라 갈라콘서트, 세종문화회관 체임버홀 독창회 등 국내외 다수의 초청연주 및 독창회를 개최하며 뛰어난 가창력과 연기력을 갖춘 성악가로 청중들의 주목을 받았다. 현재 소프라노 이우연은 예원예술대학교 공연예술학과 교수로 재직 중이며 후학 양성과 함께 경기도 고양시 약사협회 합창단 지휘자로 활동하며 솔리스트로서 폭넓은 음악적 행보를 이어가고 있다. Piano 정호정 - 이화여자대학교 및 동대학원 졸업 - 미국 Juilliard School 석사, Artist Diploma 졸업 - 국립오페라단, 서울시립오페라단, 예술의전당, 성남 문화재단, 아트센터 인천, Juilliard School 등에서 오페라 코치로 활동 - Lyndon Woodside Oratorio-Solo Competition, Ravinia Festival, 서울국제콩쿨 등 공식 반주자 역임 -현) 이화여자대학교, 한양대학교 출강 Tenor 정호윤 - 서울대학교 성악과 졸업 - 베를린 국립음대 성악과 졸업, 체코 브르노 국립음악원 최고연주자 과정 졸업 - 동아음악콩쿠르 1위, 국립오페라 콩쿠르 대상, 벨기에 왕립 베르비에 콩쿠르 대상 등 다수 입상 - 2003년 함부르크 국립오페라단 공작 역으로 데뷔 - 세계 3대 오페라 좌로 꼽히는 비엔나 국립오페라 전속 가수로 발탁 - 비엔나 국립오페라, 코벤트 가든 로얄 오페라, 시드니 오페라하우스, 함부르크 국립오페라, 드레스덴 젬퍼 오페라, 베를린 국립오페라, 도이치오퍼, 레알 마드리드 극장, 베로나 야외극장, 에쎈 알토 테아터, 볼로냐 오페라 극장, 바리 오페라 극장, 프랑크 푸르트, 모데나 파바로티 극장, 트리에스테 베르디 극장, 트렌토 극장, 베른 시립극장, 바르샤바 국립 오페라, 리옹 오페라, 오슬로 국립오페라 등 세계 주요 극장에서 주역 가수로 활동 중 - 현) 서울사이버대학교 음악대학 학장' border='0' style='width: 951px; height: 1347px; border: 0px solid;'>",,,91.0,"{SEAT_PRICE=30,000원, PERFORM_IDX=35812, SEAT_RATING=전석}"
20250102,20250102,35853,클래식,테너 신지한 독창회,세종체임버홀,90.0,15.0,8세 이상,이기연오페라연구소,generalann@naver.com070-8800-3780,스웨덴과유럽을주무대로활동하는테너신지한이국내팬들이게최초로선보이는리사이틀이다.이번공연에서감성적인테너의정수를들려드릴수있는주옥같은클래식곡과한국가곡을선보일예정이다.2025년1월신년을좋은클래식과한국가곡으로열어한해좋은일과행복이있기를기원하는리사이틀이다.,"ReynaldoHahn(1874-1947)Ur20Melodies:AChloris클로리스에게Mai5월L’enamouree사랑의요정SalvatoreRosa(1615-1673)Vadobenspessocangiandoloco나는자주이리저리다니지만FrancescoGasparina(1661-1727)Lasciard’amarti그대사랑하지않고는M.AntonioCesti(1623-1669)Tumancaviatormentarvi나를괴롭게하는그대를잊고G.F.H?ndel(1685-1759)Messiah(Arr.Mozart):Rejoicegreatly,OdaugterofZion크게기뻐하라,시온의딸이여IntermissionJulesMassnet(1842-1912)C’estvrai...Enfermantlesyeux?fromOpera오페라&lt;마농&gt;中사실이야..내가눈을감았을때FrancoP.Tosti(1846-1916)Loveme나를사랑해주오Goodbye안녕히조혜영못잊어노영심시소타기P.Tchaikovsky(1840-1893)Kuda,kuda,kudaviudalilis..-fromOpera오페라&lt;예브게니오네긴&gt;中어디로갔나,내젊은날이여GustafNorqvist(1886-1949)Tillhavs바다에서","Tenor신지한호소력있는목소리와섬세한감성으로관객의마음을사로잡는테너신지한은 연세대학교음악대학성악과재학중신영옥콩쿨,고태국콩쿨,대구성악콩쿨등에 입상하며두각을나타내었다.대학졸업후,이태리로마로유학하여리치노레피치 국립음악원성악과최고연주과정을최우수성적으로졸업하였다.바리톤레나토브루손에게발탁되어밀라노스칼라좌아카데미 최고연주자과정에장학생으로선발된그는미렐라프레니, 레나토부르손제임스본,빈첸초스칼레라등세계적인성악가, 음악코치에게사사하며정상급연주자로서의발판을다져나갔다.제17회자코모라우리볼피국제콩쿨우승을시작으로로란도니콜로지 국제콩쿨에서도우승하였고,런던풀햄오페라협회주최베르디국제콩쿨에서 준우승하였다.이외,오타비오지노,피사국제콩쿨,로마국제종교음악콩쿨,파리 벨칸토빈첸조벨리니국제콩쿨등다수의콩쿨에서입상하였다. 세계최고오페라극장인밀라노라스칼라좌오페라하우스에서로시니오페라 'L'occasionefailladro'ConteAlberto역으로데뷔하였고,라스칼라오페라 하우스에서4년간약40여회공연하였다.스페인,그리스,미국,뮌헨,룩셈부르크등에서초청음악회로호평을받았으며 &lt;팔스타프&gt;,&lt;신데렐라&gt;,&lt;장미의기사&gt;,&lt;루이자밀러&gt;,&lt;호수의여인&gt;등라스칼라 오페라를비롯,이태리파르마왕립오페라,부세토오페라,베로나필하모닉오페라, 피렌체베르디오페라등에서도테너주역으로활동하였다. 스웨덴왕립오페라하우스에서벤저민브리튼의오페라&lt;한여름밤의꿈&gt;의라이샌더역으로데뷔하였고,스웨덴울릭스달궁정극장,드로트닝홈궁정극장,노를란드 오페라,덴마크올보리필하모닉등북유럽에서도활발한활동을이어나가고있다.Piano이기연-이탈리아로마산타체칠리아국립음악원피아노과졸업(Diploma)-동음악원오페라코치최고과정졸업(Biennio)-이태리베로나시립음악원합창지휘과정졸업-레나토브루손,자코모아라갈,루치아나세라,호세쿠라등유명성악가와작업-세종문화회관,예술의전당,롯데콘서트홀등국내외다수의홀에서 피아노독주회,독창회반주,오페라코치및콘서트진행-삼성,현대,한화,국방부,국토교통부등다수의기업에서초청음악회및강연-2018년국토교통부장관상표창-서울신대,명지전문대,추계예대강사역임-숙명여대미래문화최고위과정지도교수역임-현)이기연오페라연구소대표,산림청프로그램심의위원",,91.0,"{SEAT_PRICE=30,000원, PERFORM_IDX=35853, SEAT_RATING=R석}, {SEAT_PRICE=20,000원, PERFORM_IDX=35853, SEAT_RATING=S석}"
20250101,20250101,35840,클래식,2025 New Year Concert Ensemble Variety,세종체임버홀,90.0,15.0,6,,"02-549-4133, 1131",,"J.StraussII-MeinHerrMarquisfromG.Faure-Pavane,Op.50S.Rachmaninov(V.Gryaznov)-ItalianPolkaM.Ravel?Bol?roIntermissonP.I.Tchaikovsky-TheNutcrackerSuiteOp.71a제3곡사탕요정의춤(DanceoftheSugarPlumFairy)제4곡러시아의춤(Trepak)제6곡중국의춤(ChineseDance)제8곡꽃의왈츠(WaltzoftheFlowers)P.I.Tchaikovsky-‘Polonaise’from,Op.24J.StraussII-Fr?hlingsstimmen(VoicesOfSpring)Op.410J.StraussII-Tritsch-TratschPolka",,,91.0,"{SEAT_PRICE=30,000 won, PERFORM_IDX=35840, SEAT_RATING=All seats}"
20250101,20250101,35818,클래식,클래식 무곡,세종체임버홀,90.0,15.0,8세 이상,음악교육신문,"02-549-4133, 1131",,", 등 다수의 오페라 출연 현재 : 버라이어티뮤직그룹 이사 및 소속 아티스트, 코멜리 앙상블, 영미 가곡 연구회 등 전문 연주자로 활동 ? 피아노 최세린 ?선화예중?고 졸업 ?서울대 음대 학사 졸업 ?독일 프랑크푸르트 국립음대 석사 졸업 ?독일 프라이부르크 국립음대 최고연주자과정 졸업 ?음연 콩쿠르, JEAN FRAN?AIX 국제 피아노 콩쿠르 등 국내외 콩쿠르 우승 및 입상 현재 : 버라이어티뮤직그룹 소속 아티스트, 경남예고, 인천예고, 선화예중 출강 ?작/편곡 정유식 ?선화예중, 경희대 음대 작곡과, 서울대 작곡 전공 석사 졸업 ?서울대 작곡 전공 박사 수료 ?충청대, 명지전문대, 세종예고 강사 역임 현재 : 버라이어티뮤직그룹 소속 아티스트, (주)오르아트 음악감독, 앙상블아랑 대표 겸 음악감독, 한국국민악회 회원, 세종과학예술영재학교, 함덕고 음악과, 안양예고 출강' border='0' style='width: 950px; height: 1343px; border: 0px solid;'>",,,91.0,"{SEAT_PRICE=30,000원, PERFORM_IDX=35818, SEAT_RATING=전석}"
20241231,20241231,35804,대중음악,"노영심 첼로가 좋아서, 홍진호 피아노가 좋아서",세종S씨어터,90.0,,8세 이상,(주)프라이빗커브,02-563-7110,,,,,91.0,"{SEAT_PRICE=110,000원, PERFORM_IDX=35804, SEAT_RATING=R석}"
20241231,20241231,35868,대중음악,"Noh Young-sim, who likes cello, Hong Jin-ho, who likes Piano",세종S씨어터,90.0,,8,PRIVATE CURVE,02-563-7110,,"WewillmeetonDecember31.Attheendoftheyear,wewillplayanodetotransparenttimetoringinthenewyear.Itwouldbegreatifwecouldtellourselves,'Thisisenough,'whenwefeelregrettable.NoYoung-simmadeherdebutin1989whenshewroteandcomposedthesong'Wishes'bysingerByunJin-seopwhileattendingEwhaWomansUniversity'sCollegeofMusic.Sincethen,shehasbeenactiveasasongwriterofandcomposinghitssongsbymanyfamousKoreansingers,includingLeeSang-woo's'100mbeforeImeether,'ParkJeong-hyun's'I’llwriteyoualetter,'andSweetSorrow's'NomatterhowIthinkaboutyou.'Inaddition,shehasestablishedherpositionasasingerbysingingaremakesongofLeeJin's'OnlyLongingGrows'andgainingasmuchpopularityastheoriginalversion.Recently,shebecamethecenterofattentiontalkassheservedasthemusicdirectorofthemostpopulardrama'ExtraordinaryAttorneyWoo,'andin2024,shereleased'ReverberationNo.16,'asongdedicatedtothelateworld-renownedmusicianRyuichiSakamoto,whichpresentedhertranquilandgreatreverberatingpianoperformance.CellistHongJin-hograduatedfromCollegeofMusic,SeoulNationalUniversityandgraduatedfromtheW?rzburgNationalUniversityofGermanywithamasterofmusicandKonzertexamendegreewithsummacumlaude.Sincethen,hehaswonawardsinvariousinternationalcompetitions,andhasworkedwithmanyorchestrasathomeandabroad,makinghisnameknowntothepublic.In2019,heplayedasamemberofthefirst-everwinningteam'Hoppipolla'oftheJTBCauditionprogram'Superband,'expandinghismusicalbasetoothergenresthanclassicalmusic.Followingwinningin'Superband',hehasappearedinnumerousbroadcastingprogramssuchasJTBC's'BeginAgain'andKBS's'OpenConcert'andfestivalsofvariousgenressuchas'SeoulJazzFestival'and'AwesomeMusicFestival,'showinghisowncolorfulrepertoire.Thisyear,hehasreleasedanalbumtitled'DearForest'composedofhisownsongs,whichshowcaseadeepermusicworld.",,,91.0,"{SEAT_PRICE=110,000 won, PERFORM_IDX=35868, SEAT_RATING=R}"
20241231,20241231,35802,클래식,2024 아듀 콘서트 with 포어스트만 콰르텟 × 다니엘 린데만,세종체임버홀,80.0,15.0,7세 이상,영음예술기획,02-581-5404,,,,,91.0,"{SEAT_PRICE=50,000원, PERFORM_IDX=35802, SEAT_RATING=전석}"
20241231,20241231,35839,클래식,2024 Adieu Concert,세종체임버홀,80.0,15.0,7,,02-581-5404,,P.I.Tchaikovsky:AndanteCantabile차이코프스키:안단테칸타빌레A.Piazzolla:TheFourSeasonsofBuenosAiresforStringQuartet(Arr.WernerThomas-Mifune)피아졸라:현악사중주를위한부에노스아이레스의사계PrimaveraPorte?a(Spring)봄VeranoPorte?o(Summer)여름Oto?oPorte?o(Autumn)가을InviernoPorte?o(Winter)겨울,,,91.0,"{SEAT_PRICE=50,000 won, PERFORM_IDX=35839, SEAT_RATING=All seats}"
20241230,20241230,35852,클래식,제3회 앙상블 유포리아 정기연주회,세종체임버홀,100.0,15.0,7세 이상,위드클래식,02-588-6360,,,,,91.0,"{SEAT_PRICE=20,000원, PERFORM_IDX=35852, SEAT_RATING=전석}"
20241229,20241229,35781,클래식,〈모두의 클래식〉,꿈의숲 콘서트홀,80.0,,5세 이상,프렌즈오브뮤직,02-593-6560,,,,,91.0,"{SEAT_PRICE=20,000원, PERFORM_IDX=35781, SEAT_RATING=전석}"
20241228,20241229,35803,대중음악,전진희 단독 콘서트 피아노와 목소리 - farewell,세종S씨어터,120.0,,8세 이상,(주)프라이빗커브,02-563-7110,,"의 OST인 ‘보통의 하루’ 속 피아노 연주로 작품의 쓸쓸함을 더욱 고조시키며 드라마 팬들에게 극찬을 받았다. 이후 2019년 정규 2집 ‘우리의 사랑은 여름이었지’를 발매하며 이아립, 강아솔 등 다양한 뮤지션과 협업하였고 국내 인디 리스너들에게 큰 사랑을 받았다. 전진희는 가끔은 피아노로만, 가끔은 목소리와 함께 서정적인 울림을 전한다. 특히, 2021년 1월 발매한 ‘브리딩(Breathing)’은 오로지 피아노 연주로만 채운 앨범으로 전진희가 가진 감성을 깊이 보여주었다. 이 외에도 그는 웨이브 투 어스(wave to earth), 이영훈, 곽진언 등 국내 다양한 장르의 아티스트와 협업하며 그가 가진 담담한 목소리를 더욱 풍성하게 표현했다. 2020년에는 MBC 다큐멘터리 의 음악감독으로 참여하며 앨범 발매 외에도 다양한 음악 활동을 보여주었으며, 지난 7월에는 데뷔 10주년 기념 단독 콘서트를 노들섬 라이브하우스에서 진행하여 전진희만의 폭넓은 음악 세계를 선보였다. 이번 연말 단독 콘서트 ‘피아노와 목소리 ? farewell’에서는 스트링 퀄텟, 기타와 함께 전진희의 음악을 더욱 풍성하게 보여줄 예정이다.' border='0' style='border: 0px solid;'>",,,91.0,"{SEAT_PRICE=88,000원, PERFORM_IDX=35803, SEAT_RATING=R석}"
20241228,20241228,35882,클래식,앙상블 피오레 제3회 정기연주회,꿈의숲 콘서트홀,70.0,15.0,7세 이상,브레멘예술기획,02-875-8224,,"A.ArenskySuiteNo.1Op.15forTwopianosI.RomanceII.WaltzR.R.BennettFourPieceSuiteforTwopianosI.SambaTristeⅢ.RagtimeWaltzⅣ.Finaie:TempodihardrockP.I.TchaikovskyNutcrackerSuiteforTwopianosII.MarcheVII.DansedesMirilitonsVIII.WaltzoftheFlowersD.ShostakovichConcertinoforTwopianos,op.94IntermissionW.LutoslawskipaganinivariationsforTwopianosC.Saint-SaensIntrouductionandRondoCapricciosoOp.28forTwopianosArr.G.AndersonThreeWaltzesMadefromDisneyFilmsforTwoPianosI.‘ChimChimCher-ee’fromMaryPoppinsII.‘SomedayMyPrinceWillCome’Ⅲ.‘Gas","pf.이지은-가톨릭대학교음악과(피아노전공)졸업- 가톨릭대학교2015,2016추계연주회연주-가톨릭라우데스합창단반주자- 정릉동성당교중미사성가대'한울림',삼성산성당청년성가대'샘물소리'반주자-피아노플레이스안양점클래식피아노강사현)고척동성당토요미사성가대‘알투스’,수서동성당청년성가대‘셀라’반주자pf.이선영-고양예술고등학교음악과졸업-청주대학교사범대학음악교육과졸업-김포필하모닉오케스트라초청음악회-CumberlandNorthAcademyInternTeacher역임-AmherstRegionalHighSchoolInternTeacher역임-충북음악협회후원‘제14회신년음악회’연주-2023KGMA특별기획연주-중등학교음악정교사(2급)-수영초등학교강사역임현)ELP어학원교수부장pf.최현경-대진대학교음악학부피아노전공-아카데미아피아노전문지도사-알프레드프리미어피아노코스지도사현)투티스튜디오대표현)뮤직멘토대표Pf.최민정-대진대학교음악학부피아노과졸업-예술융합교육전문지도사- MUSICASONOREProf.김숙masterclass수료-세라픽클래식,무지카소노르등다수연주현)무지카소노르단원,앙상블피오레대표현)라별음악교습소운영Pf.조여준-삼육대학교피아노전공졸업-음악교육심리소통전문자격증-어드벤처프리미엄교사-뮤직로스팅연주-제이피아노교습소운영pf.김혜수-서울신학대학교교회음악과피아노졸업-서울신학대학교일반대학원교회음악학과피아노졸업현)인천남촌교회반주자Pf.홍다경-강남대학교음악학과졸업-AccademiaInternazionaledell’OperaLirica“G.verdi”DIPLOMA-2023ExpertprograminOperaCoaching수료-LaBoh?me세종M씨어터연주-CavalleriaRusticana세종M씨어터연주-창작뮤지컬‘동심’연주-오페라DieZauberfl?te,LaTraviata,L’Elisird’amore,Cosifantutte,Rigoletto,Carmen,LaBoh?me다수오페라반주및오페라코치현)서울YMCA고양국제어린이합창단반주자pf.이성경-고양예술고등학교음악과졸업-서울신학대학교교회음악과피아노전공졸업-고향예술고등학교동문연주회현)서울신학대학교교회음악과석사재학중",,91.0,"{SEAT_PRICE=20,000원, PERFORM_IDX=35882, SEAT_RATING=전석}"
20241228,20241229,35869,대중음악,Jeon Jin-hee Solo Concert ? Piano and Voice - farewell,세종S씨어터,120.0,,8,PRIVATE CURVE,02-563-7110,,"JeonJin-hee,whomadeherfirstsolodebutwithhersinglealbumSeulSeul(Solitary)in2014,isasingersongwriterwhoplayspianoaswellassongwritingandcomposingandvocals.In2017,shereleasedherfirstregularsoloalbumtitledPianoandVoicerevealingherpersonalitywithheruniquetone.In2018,shewonravereviewsfromdramafansforherpianoperformanceof'AnOrdinaryDay,'theOSToftvN'sdramatitledMyMister,toheightenthelonelinessofthatdrama.Later,shereleasedhersecondregularalbumtitledOurLoveWasSummerin2019,incollaborationwithvariousmusicianssuchasLeeAh-ribandKangA-sol,andwasgreatlylovedbylistenersofindiemusicinKorea.JeonJin-heeconveysalyricalresonancewiththepianoalone,orsometimeswithhervoicealone.Inparticular,Breathing,releasedinJanuary2021,isanalbumfilledonlywithpianoperformances,showcasingherdeepsensibility.",,,91.0,"{SEAT_PRICE=88,000 won, PERFORM_IDX=35869, SEAT_RATING=R}"
20241228,20241228,35881,클래식,제7회 여로 창작 가곡의 밤,세종체임버홀,100.0,10.0,7세 이상,현대음악 창작단체 여로,070-8065-3846,"현대음악창작단체YEORO(여로)는서양고전음악이주를이루는한국음악시장에서창작곡에대한대중적관심을불러일으키고젊은음악인들이커뮤니티를형성해연주할수있는장을만들기위해지난2015년부터창단됐으며,우리나라젊은작곡가들의개성적인창작곡을발굴해그들간의커뮤니티를형성하는역할을해오고있습니다.이번연주회&lt;제7회여로창작가곡의밤&gt;에서는현재를살아가는젊은작곡가12인이최근작곡한창작가곡으로연주회를구성해한국창작가곡의미래를엿볼수있고,청춘과열정이묻어있는젊은작곡가들의이야기를들을수있는무대가될예정입니다.",강성빈-잠식김조신-너를기다리는동안김하은-능금김현민-눈쌓인밤/꿈길민동혁-시월의꽃서동주-하늘석민지-기억의체증엄찬우-IWEDATOYBRIDE윤요하네스-해정제호-늦은봄이질때조우인-Lespas(발걸음)황선우-다시겨울아침에,,,91.0,"{SEAT_PRICE=20,000원, PERFORM_IDX=35881, SEAT_RATING=전석}"
